121.478,-233.548,72.5583,5.03593
122.114,-235.444,73.9416,5.03593
122.75,-237.34,75.3895,5.03593
123.386,-239.237,76.9043,5.03593
124.022,-241.133,78.4887,5.03593
124.658,-243.029,80.1453,5.03593
125.293,-244.925,81.8766,5.03593
125.929,-246.822,83.6854,5.03593
126.565,-248.718,85.5743,5.03593
127.201,-250.614,87.5459,5.03593
127.837,-252.51,89.6031,5.03593
128.473,-254.407,91.7485,5.03593
129.109,-256.303,93.9847,5.03593
129.744,-258.199,96.3145,5.03593
130.38,-260.095,98.7404,5.03593
131.016,-261.991,101.265,5.03593
131.652,-263.888,103.891,5.03593
132.288,-265.784,106.62,5.03593
132.924,-267.68,109.456,5.03593
133.559,-269.576,112.399,5.03593
134.195,-271.473,115.453,5.03593
134.831,-273.369,118.618,5.03593
135.467,-275.265,121.898,5.03593
136.103,-277.161,125.292,5.03593
136.739,-279.058,128.804,5.03593
137.375,-280.954,132.433,5.03593
138.01,-282.85,136.181,5.03593
138.646,-284.746,140.048,5.03593
139.282,-286.643,144.034,5.03593
139.918,-288.539,148.139,5.03593
140.554,-290.435,152.364,5.03593
141.19,-292.331,156.706,5.03593
141.826,-294.227,161.165,5.03593
142.461,-296.124,165.74,5.03593
143.097,-298.02,170.429,5.03593
143.733,-299.916,175.228,5.03593
144.369,-301.812,180.136,5.03593
145.005,-303.709,185.148,5.03593
145.641,-305.605,190.263,5.03593
146.277,-307.501,195.475,5.03593
146.912,-309.397,200.779,5.03593
147.548,-311.294,206.172,5.03593
148.184,-313.19,211.648,5.03593
148.82,-315.086,217.2,5.03593
149.456,-316.982,222.823,5.03593
150.092,-318.878,228.511,5.03593
150.727,-320.775,234.257,5.03593
151.363,-322.671,240.053,5.03593
151.999,-324.567,245.893,5.03593
152.635,-326.463,251.768,5.03593
153.271,-328.36,257.671,5.03593
153.907,-330.256,263.595,5.03593
154.543,-332.152,269.53,5.03593
155.178,-334.048,275.47,5.03593
155.814,-335.945,281.405,5.03593
156.45,-337.841,287.329,5.03593
157.086,-339.737,293.232,5.03593
157.722,-341.633,299.107,5.03593
158.358,-343.529,304.947,5.03593
158.994,-345.426,310.743,5.03593
159.629,-347.322,316.489,5.03593
160.265,-349.218,322.177,5.03593
160.901,-351.114,327.8,5.03593
161.537,-353.011,333.352,5.03593
162.173,-354.907,338.828,5.03593
162.809,-356.803,344.221,5.03593
163.445,-358.699,349.525,5.03593
164.08,-360.596,354.737,5.03593
164.716,-362.492,359.852,5.03593
165.352,-364.388,364.864,5.03593
165.988,-366.284,369.772,5.03593
166.624,-368.18,374.571,5.03593
167.26,-370.077,379.26,5.03593
167.896,-371.973,383.835,5.03593
168.531,-373.869,388.294,5.03593
169.167,-375.765,392.636,5.03593
169.803,-377.662,396.861,5.03593
170.439,-379.558,400.966,5.03593
171.075,-381.454,404.952,5.03593
171.711,-383.35,408.819,5.03593
172.346,-385.247,412.567,5.03593
172.982,-387.143,416.196,5.03593
173.618,-389.039,419.708,5.03593
174.254,-390.935,423.102,5.03593
174.89,-392.831,426.382,5.03593
175.526,-394.728,429.547,5.03593
176.162,-396.624,432.601,5.03593
176.797,-398.52,435.544,5.03593
177.433,-400.416,438.38,5.03593
178.069,-402.313,441.109,5.03593
178.705,-404.209,443.735,5.03593
179.341,-406.105,446.26,5.03593
179.977,-408.001,448.686,5.03593
180.613,-409.898,451.015,5.03593
181.248,-411.794,453.252,5.03593
181.884,-413.69,455.397,5.03593
182.52,-415.586,457.454,5.03593
183.156,-417.482,459.426,5.03593
183.792,-419.379,461.315,5.03593
184.428,-421.275,463.123,5.03593
185.064,-423.171,464.855,5.03593
185.699,-425.067,466.511,5.03593
186.335,-426.964,468.096,5.03593
186.971,-428.86,469.611,5.03593
187.607,-430.756,471.058,5.03593
188.243,-432.652,472.442,5.03593
188.879,-434.549,473.763,5.03593
189.514,-436.445,475.025,5.03593
190.15,-438.341,476.229,5.03593
190.786,-440.237,477.378,5.03593
191.422,-442.133,478.475,5.03593
192.058,-444.03,479.521,5.03593
192.694,-445.926,480.518,5.03593
193.33,-447.822,481.469,5.03593
193.965,-449.718,482.375,5.03593
194.601,-451.615,483.239,5.03593
195.237,-453.511,484.062,5.03593
195.873,-455.407,484.846,5.03593
196.509,-457.303,485.592,5.03593
197.145,-459.2,486.303,5.03593
197.781,-461.096,486.98,5.03593
198.416,-462.992,487.625,5.03593
199.052,-464.888,488.238,5.03593
199.688,-466.784,488.822,5.03593
200.324,-468.681,489.377,5.03593
200.96,-470.577,489.906,5.03593
201.596,-472.473,490.409,5.03593
202.232,-474.369,490.887,5.03593
202.867,-476.266,491.342,5.03593
203.503,-478.162,491.774,5.03593
204.139,-480.058,492.186,5.03593
204.775,-481.954,492.577,5.03593
205.411,-483.851,492.948,5.03593
206.047,-485.747,493.302,5.03593
206.682,-487.643,493.638,5.03593
207.318,-489.539,493.957,5.03593
207.954,-491.435,494.261,5.03593
208.59,-493.332,494.549,5.03593
